Data,cena/m3
20-03-2019,4 015
19-03-2019,4 009
16-03-2019,3 995
15-03-2019,4 031
14-03-2019,4 020
13-03-2019,4 011
12-03-2019,4 002
09-03-2019,4 003
08-03-2019,3 993
07-03-2019,3 990
06-03-2019,3 981
05-03-2019,3 957
02-03-2019,3 926
01-03-2019,3 933
28-02-2019,3 932
27-02-2019,3 966
26-02-2019,3 943
23-02-2019,4 018
22-02-2019,4 011
21-02-2019,4 002
20-02-2019,4 005
19-02-2019,4 004
16-02-2019,3 972
15-02-2019,3 936
14-02-2019,3 886
13-02-2019,3 854
12-02-2019,3 832
09-02-2019,3 832
08-02-2019,3 840
07-02-2019,3 847
06-02-2019,3 834
05-02-2019,3 824
02-02-2019,3 801
01-02-2019,3 768
31-01-2019,3 763
30-01-2019,3 745
29-01-2019,3 751
26-01-2019,3 768
25-01-2019,3 777
24-01-2019,3 796
23-01-2019,3 792
22-01-2019,3 783
19-01-2019,3 765
18-01-2019,3 756
17-01-2019,3 762
16-01-2019,3 773
15-01-2019,3 783
12-01-2019,3 768
11-01-2019,3 745
10-01-2019,3 728
09-01-2019,3 699
08-01-2019,3 679
05-01-2019,3 671
04-01-2019,3 633
03-01-2019,3 621
01-01-2019,3 587
31-12-2020,3 597
30-12-2020,3 585
24-12-2020,3 580
23-12-2020,3 572
22-12-2020,3 575
19-12-2020,3 576
18-12-2020,3 563
17-12-2020,3 552
16-12-2020,3 553
15-12-2020,3 549
12-12-2020,3 555
11-12-2020,3 552
10-12-2020,3 533
09-12-2020,3 533
08-12-2020,3 526
05-12-2020,3 526
04-12-2020,3 529
03-12-2020,3 528
02-12-2020,3 527
01-12-2020,3 535
28-11-2020,3 544
27-11-2020,3 538
26-11-2020,3 533
25-11-2020,3 506
24-11-2020,3 469
21-11-2020,3 462
20-11-2020,3 461
19-11-2020,3 467
18-11-2020,3 465
17-11-2020,3 475
14-11-2020,3 480
13-11-2020,3 489
11-11-2020,3 461
10-11-2020,3 443
07-11-2020,3 424
06-11-2020,3 431
05-11-2020,3 425
04-11-2020,3 406
03-11-2020,3 397
31-10-2020,3 402
30-10-2020,3 410
29-10-2020,3 494
28-10-2020,3 520
27-10-2020,3 515
24-10-2020,3 532
23-10-2020,3 523
22-10-2020,3 520
21-10-2020,3 565
20-10-2020,3 564
17-10-2020,3 593
16-10-2020,3 606
15-10-2020,3 604
14-10-2020,3 609
13-10-2020,3 621
10-10-2020,3 635
09-10-2020,3 628
08-10-2020,3 620
07-10-2020,3 620
06-10-2020,3 601
03-10-2020,3 595
02-10-2020,3 603
01-10-2020,3 627
30-09-2020,3 631
29-09-2020,3 639
26-09-2020,3 611
25-09-2020,3 601
24-09-2020,3 597
23-09-2020,3 623
22-09-2020,3 642
19-09-2020,3 644
18-09-2020,3 600
17-09-2020,3 540
16-09-2020,3 510
15-09-2020,3 510
12-09-2020,3 531
11-09-2020,3 540
10-09-2020,3 557
09-09-2020,3 568
08-09-2020,3 589
05-09-2020,3 601
04-09-2020,3 608
03-09-2020,3 631
02-09-2020,3 632
29-08-2020,3 644
28-08-2020,3 672
27-08-2020,3 688
26-08-2020,3 669
25-08-2020,3 650
22-08-2020,3 628
21-08-2020,3 629
20-08-2020,3 624
19-08-2020,3 630
18-08-2020,3 639
15-08-2020,3 653
14-08-2020,3 653
13-08-2020,3 664
12-08-2020,3 662
11-08-2020,3 671
08-08-2020,3 665
07-08-2020,3 652
06-08-2020,3 640
05-08-2020,3 605
04-08-2020,3 609
01-08-2020,3 603
31-07-2020,3 632
30-07-2020,3 650
29-07-2020,3 660
28-07-2020,3 671
25-07-2020,3 697
24-07-2020,3 702
23-07-2020,3 711
22-07-2020,3 718
21-07-2020,3 707
18-07-2020,3 720
17-07-2020,3 732
16-07-2020,3 744
15-07-2020,3 766
14-07-2020,3 781
11-07-2020,3 786
10-07-2020,3 779
09-07-2020,3 780
08-07-2020,3 769
07-07-2020,3 751
04-07-2020,3 736
03-07-2020,3 722
02-07-2020,3 713
01-07-2020,3 690
30-06-2020,3 671
27-06-2020,3 689
26-06-2020,3 713
25-06-2020,3 736
24-06-2020,3 750
23-06-2020,3 726
20-06-2020,3 698
19-06-2020,3 678
18-06-2020,3 640
17-06-2020,3 613
16-06-2020,3 591
13-06-2020,3 583
11-06-2020,3 581
10-06-2020,3 576
09-06-2020,3 574
06-06-2020,3 542
05-06-2020,3 494
04-06-2020,3 435
03-06-2020,3 403
02-06-2020,3 370
30-05-2020,3 393
29-05-2020,3 418
28-05-2020,3 439
27-05-2020,3 451
23-05-2020,3 461
22-05-2020,3 461
21-05-2020,3 478
20-05-2020,3 442
19-05-2020,3 364
16-05-2020,3 280
15-05-2020,3 249
14-05-2020,3 237
13-05-2020,3 250
12-05-2020,3 216
08-05-2020,3 159
07-05-2020,3 074
06-05-2020,3 043
05-05-2020,3 009
01-05-2020,3 023
30-04-2020,2 995
29-04-2020,2 959
28-04-2020,2 966
25-04-2020,2 977
24-04-2020,2 996
23-04-2020,2 958
22-04-2020,2 990
21-04-2020,3 059
18-04-2020,3 067
17-04-2020,3 067
16-04-2020,3 055
15-04-2020,3 052
10-04-2020,3 048
09-04-2020,3 045
08-04-2020,3 065
07-04-2020,3 043
04-04-2020,2 999
03-04-2020,2 975
02-04-2020,2 965
01-04-2020,2 996
31-03-2020,2 990
28-03-2020,2 998
27-03-2020,3 002
26-03-2020,2 980
25-03-2020,3 034
24-03-2020,3 057
21-03-2020,3 094
20-03-2020,3 072
19-03-2020,3 069
18-03-2020,3 103
17-03-2020,3 167
14-03-2020,3 269
13-03-2020,3 354
12-03-2020,3 469
11-03-2020,3 581
10-03-2020,3 677
07-03-2020,3 759
06-03-2020,3 805
05-03-2020,3 793
04-03-2020,3 787
03-03-2020,3 809
29-02-2020,3 861
28-02-2020,3 896
27-02-2020,3 968
26-02-2020,4 024
25-02-2020,4 043
22-02-2020,4 069
21-02-2020,4 045
20-02-2020,4 008
19-02-2020,3 986
18-02-2020,3 987
15-02-2020,3 983
14-02-2020,3 977
13-02-2020,3 967
12-02-2020,3 960
11-02-2020,3 953
08-02-2020,3 949
07-02-2020,3 934
06-02-2020,3 934
05-02-2020,3 932
04-02-2020,3 937
01-02-2020,3 942
31-01-2020,3 951
30-01-2020,3 964
29-01-2020,3 976
28-01-2020,3 997
25-01-2020,4 022
24-01-2020,4 064
23-01-2020,4 086
22-01-2020,4 097
21-01-2020,4 090
18-01-2020,4 087
17-01-2020,4 096
16-01-2020,4 090
15-01-2020,4 092
14-01-2020,4 078
11-01-2020,4 111
10-01-2020,4 089
09-01-2020,4 070
08-01-2020,4 102
04-01-2020,4 105
03-01-2020,4 056
01-01-2020,4 054
31-12-2021,4 738
30-12-2021,4 711
24-12-2021,4 638
23-12-2021,4 633
22-12-2021,4 628
21-12-2021,4 627
20-12-2021,4 720
18-12-2021,4 865
17-12-2021,4 878
16-12-2021,4 879
15-12-2021,4 887
14-12-2021,4 885
11-12-2021,4 853
10-12-2021,4 822
09-12-2021,4 776
08-12-2021,4 755
07-12-2021,4 718
04-12-2021,4 717
03-12-2021,4 735
02-12-2021,4 809
01-12-2021,4 834
30-11-2021,4 886
27-11-2021,4 907
26-11-2021,5 035
25-11-2021,5 032
24-11-2021,5 022
23-11-2021,5 015
20-11-2021,4 982
19-11-2021,5 015
18-11-2021,5 030
17-11-2021,5 133
16-11-2021,5 106
13-11-2021,5 078
11-11-2021,5 091
10-11-2021,5 101
09-11-2021,5 108
06-11-2021,5 119
05-11-2021,5 142
04-11-2021,5 152
03-11-2021,5 161
30-10-2021,5 159
29-10-2021,5 153
28-10-2021,5 150
27-10-2021,5 144
26-10-2021,5 135
23-10-2021,5 112
22-10-2021,5 101
21-10-2021,5 096
20-10-2021,5 081
19-10-2021,5 088
16-10-2021,5 079
15-10-2021,5 064
14-10-2021,5 078
13-10-2021,5 040
12-10-2021,5 035
09-10-2021,5 020
08-10-2021,4 982
07-10-2021,4 988
06-10-2021,4 959
05-10-2021,4 944
02-10-2021,4 933
01-10-2021,4 952
30-09-2021,4 922
29-09-2021,4 884
28-09-2021,4 854
25-09-2021,4 822
24-09-2021,4 784
23-09-2021,4 769
22-09-2021,4 757
21-09-2021,4 777
18-09-2021,4 773
17-09-2021,4 782
16-09-2021,4 781
15-09-2021,4 768
14-09-2021,4 787
11-09-2021,4 790
10-09-2021,4 777
09-09-2021,4 777
08-09-2021,4 803
07-09-2021,4 812
04-09-2021,4 808
03-09-2021,4 799
02-09-2021,4 803
01-09-2021,4 814
28-08-2021,4 794
27-08-2021,4 778
26-08-2021,4 746
25-08-2021,4 699
24-08-2021,4 669
21-08-2021,4 662
20-08-2021,4 703
19-08-2021,4 739
18-08-2021,4 764
17-08-2021,4 784
14-08-2021,4 801
13-08-2021,4 806
12-08-2021,4 801
11-08-2021,4 801
10-08-2021,4 778
07-08-2021,4 778
06-08-2021,4 762
05-08-2021,4 746
04-08-2021,4 745
03-08-2021,4 771
31-07-2021,4 783
30-07-2021,4 775
29-07-2021,4 762
28-07-2021,4 746
27-07-2021,4 709
24-07-2021,4 677
23-07-2021,4 660
22-07-2021,4 664
21-07-2021,4 656
20-07-2021,4 721
17-07-2021,4 754
16-07-2021,4 764
15-07-2021,4 778
14-07-2021,4 749
13-07-2021,4 732
10-07-2021,4 739
09-07-2021,4 681
08-07-2021,4 685
07-07-2021,4 700
06-07-2021,4 723
03-07-2021,4 707
02-07-2021,4 694
01-07-2021,4 679
30-06-2021,4 652
29-06-2021,4 630
26-06-2021,4 637
25-06-2021,4 634
24-06-2021,4 613
23-06-2021,4 597
22-06-2021,4 562
19-06-2021,4 552
18-06-2021,4 520
17-06-2021,4 479
16-06-2021,4 459
15-06-2021,4 435
12-06-2021,4 405
11-06-2021,4 410
10-06-2021,4 373
09-06-2021,4 368
08-06-2021,4 365
03-06-2021,4 340
02-06-2021,4 330
29-05-2021,4 321
28-05-2021,4 291
27-05-2021,4 274
26-05-2021,4 257
25-05-2021,4 252
22-05-2021,4 242
21-05-2021,4 243
20-05-2021,4 253
19-05-2021,4 305
18-05-2021,4 297
15-05-2021,4 290
14-05-2021,4 283
13-05-2021,4 332
12-05-2021,4 317
11-05-2021,4 315
08-05-2021,4 331
07-05-2021,4 348
06-05-2021,4 338
05-05-2021,4 306
01-05-2021,4 277
30-04-2021,4 272
29-04-2021,4 261
28-04-2021,4 241
27-04-2021,4 230
24-04-2021,4 260
23-04-2021,4 253
22-04-2021,4 269
21-04-2021,4 298
20-04-2021,4 315
17-04-2021,4 320
16-04-2021,4 306
15-04-2021,4 279
14-04-2021,4 249
13-04-2021,4 232
10-04-2021,4 225
09-04-2021,4 249
08-04-2021,4 282
07-04-2021,4 311
02-04-2021,4 316
01-04-2021,4 312
31-03-2021,4 299
30-03-2021,4 250
27-03-2021,4 235
26-03-2021,4 193
25-03-2021,4 206
24-03-2021,4 182
23-03-2021,4 198
20-03-2021,4 192
19-03-2021,4 228
18-03-2021,4 255
17-03-2021,4 270
16-03-2021,4 259
13-03-2021,4 254
12-03-2021,4 234
11-03-2021,4 220
10-03-2021,4 221
09-03-2021,4 226
06-03-2021,4 185
05-03-2021,4 141
04-03-2021,4 119
03-03-2021,4 119
02-03-2021,4 100
27-02-2021,4 080
26-02-2021,4 061
25-02-2021,4 043
24-02-2021,4 020
23-02-2021,4 005
20-02-2021,3 998
19-02-2021,3 980
18-02-2021,3 955
17-02-2021,3 925
16-02-2021,3 897
13-02-2021,3 877
12-02-2021,3 869
11-02-2021,3 862
10-02-2021,3 865
09-02-2021,3 871
06-02-2021,3 867
05-02-2021,3 832
04-02-2021,3 800
03-02-2021,3 777
02-02-2021,3 764
30-01-2021,3 771
29-01-2021,3 769
28-01-2021,3 771
27-01-2021,3 765
26-01-2021,3 758
23-01-2021,3 764
22-01-2021,3 778
21-01-2021,3 788
20-01-2021,3 765
19-01-2021,3 770
16-01-2021,3 773
15-01-2021,3 774
14-01-2021,3 772
13-01-2021,3 763
12-01-2021,3 736
09-01-2021,3 710
08-01-2021,3 686
06-01-2021,3 639
05-01-2021,3 620
01-01-2021,3 624
14-05-2022,7 440
13-05-2022,6 927
12-05-2022,6 819
11-05-2022,6 834
10-05-2022,6 862
07-05-2022,6 939
06-05-2022,6 749
05-05-2022,6 733
30-04-2022,6 613
29-04-2022,6 644
28-04-2022,6 477
27-04-2022,6 289
26-04-2022,6 195
23-04-2022,6 248
22-04-2022,6 236
21-04-2022,6 207
20-04-2022,6 197
15-04-2022,6 197
14-04-2022,6 211
13-04-2022,6 131
12-04-2022,6 022
09-04-2022,6 070
08-04-2022,6 098
07-04-2022,6 141
06-04-2022,6 173
05-04-2022,6 192
02-04-2022,6 229
01-04-2022,6 297
31-03-2022,6 343
30-03-2022,6 371
29-03-2022,6 431
26-03-2022,6 510
25-03-2022,6 420
24-03-2022,6 379
23-03-2022,6 278
22-03-2022,6 255
19-03-2022,6 014
18-03-2022,5 977
17-03-2022,5 961
16-03-2022,6 102
15-03-2022,6 340
12-03-2022,6 531
11-03-2022,6 632
10-03-2022,6 815
09-03-2022,6 989
08-03-2022,6 896
05-03-2022,6 401
04-03-2022,6 142
03-03-2022,5 985
02-03-2022,5 769
01-03-2022,5 577
26-02-2022,5 538
25-02-2022,5 614
24-02-2022,5 280
23-02-2022,5 278
22-02-2022,5 236
19-02-2022,5 210
18-02-2022,5 211
17-02-2022,5 229
16-02-2022,5 235
15-02-2022,5 303
12-02-2022,5 204
11-02-2022,5 153
10-02-2022,5 111
09-02-2022,5 114
08-02-2022,5 149
05-02-2022,5 125
04-02-2022,5 077
03-02-2022,5 076
02-02-2022,5 080
01-02-2022,5 095
29-01-2022,5 088
28-01-2022,5 041
27-01-2022,5 039
26-01-2022,4 950
25-01-2022,4 907
22-01-2022,4 928
21-01-2022,4 930
20-01-2022,4 884
19-01-2022,4 831
18-01-2022,4 819
15-01-2022,4 809
14-01-2022,4 792
13-01-2022,4 787
12-01-2022,4 778
11-01-2022,4 765
08-01-2022,4 765
06-01-2022,4 751
05-01-2022,4 734
01-01-2022,4 775
